ID	Europarl_ID	SET	SRC	REF-G	REF-N1	REF-N2	REF-N3	GENDER
265	ep-en-it-3699	Set-G	Welcome back to Parliament, Mrs Péry.	Signora Pery, bentornata al Parlamento.	Onorevole Pery, siamo felici che abbia fatto ritorno al Parlamento.	Pery, siamo felici del suo ritorno al Parlamento.	Onorevole Pery, accogliamo il suo ritorno al Parlamento.	F
266	ep-en-it-3705	Set-G	Many women are lured to Western Europe with promises of a better life, but the reality is the opposite.	Molte donne vengono attratte in Occidente con la promessa di una vita migliore, ma la realtà è ben diversa.	Molti individui vengono attratti in Occidente con la promessa di una vita migliore, ma la realtà è ben diversa.	Molti individui cedono all'attrazione di andare in Occidente con la promessa di una vita migliore, ma la realtà è ben diversa.	Molte persone vengono attratte in Occidente con la promessa di una vita migliore, ma la realtà è ben diversa.	F
267	ep-en-it-3714	Set-G	Women are forced into temporary work, they are far more exposed to insecure jobs and unemployment, and on average they are paid 30% less.	Le donne sono obbligate ad accettare il lavoro temporaneo, sono maggiormente esposte agli impieghi precari e alla disoccupazione e percepiscono in media retribuzioni inferiori del 30 per cento.	Le persone sono obbligate ad accettare il lavoro temporaneo, sono maggiormente esposte agli impieghi precari e alla disoccupazione e percepiscono in media retribuzioni inferiori del 30 per cento.	Gli individui hanno l'obbligo di accettare il lavoro temporaneo, sono maggiormente esposti agli impieghi precari e alla disoccupazione e percepiscono in media retribuzioni inferiori del 30 per cento.	Le persone sono obbligate ad accettare il lavoro temporaneo, sono maggiormente esposte agli impieghi precari e alla disoccupazione e percepiscono in media retribuzioni inferiori del 30 per cento.	F
268	ep-en-it-3716	Set-G	Today we are witnessing the pauperisation of wage-earning women all over Europe, including France, where 15% of them live on less than FRF 3 650 a month.	Si assiste oggi ad una pauperizzazione delle donne salariate in tutta Europa, anche in Francia dove il 15 per cento di esse vive con meno di 3.650 franchi al mese.	Si assiste oggi ad una pauperizzazione di chi percepisce un salario in tutta Europa, anche in Francia dove il 15 per cento di costoro vive con meno di 3.650 franchi al mese.	Si assiste oggi ad una pauperizzazione degli individui in tutta Europa, anche in Francia dove il 15 per cento di loro vive con meno di 3.650 franchi al mese.	Si assiste oggi ad una pauperizzazione delle persone salariate in tutta Europa, anche in Francia dove il 15 per cento di loro vive con meno di 3.650 franchi al mese.	F
271	ep-en-it-404	Set-G	The way Mrs Aung San Suu Kyi was treated is more than enough evidence that we cannot enter into a dialogue with this regime at this stage.	Il modo in cui è stata trattata Aung San Suu Kyi è ulteriore prova che in questo momento non possiamo avviare il dialogo con questo paese.	Il trattamento riservato a Aung San Suu Kyi è ulteriore prova che in questo momento non possiamo avviare il dialogo con questo paese.	Il trattamento riservato ad Aung San Suu Kyi è ulteriore prova che in questo momento non possiamo avviare il dialogo con questo paese.	Il trattamento riservato ad Aung San Suu Kyi è ulteriore prova che in questo momento non possiamo avviare il dialogo con questo paese.	F
273	ep-en-it-4097	Set-G	Women cannot go to work, girls cannot go to school, women cannot walk freely down the street, and they are stoned, to name but a few examples.	Le donne non possono esercitare la loro professione, le ragazze non possono andare a scuola, le donne non si possono muovere liberamente per strada, vengono lapidate, tanto per citare alcuni esempi.	Le persone non possono esercitare la loro professione, gli individui più giovani non possono andare a scuola, le persone non si possono muovere liberamente per strada, vengono lapidate, tanto per citare alcuni esempi.	Gli individui non possono esercitare la loro professione, le persone più giovani non possono andare a scuola, quelle adulte non si possono muovere liberamente per strada, subiscono la lapidazione, tanto per citare alcuni esempi.	Le persone non possono esercitare la loro professione, le persone giovani non possono andare a scuola, quelle adulte non si possono muovere liberamente per strada, vengono lapidate, tanto per citare alcuni esempi.	F
274	ep-en-it-4110	Set-G	All Afghan women, whatever their age, are faced with systematic violation of their most fundamental rights.	Tutte le donne afghane, di qualunque età, sono vittime di violazioni sistematiche dei loro diritti più fondamentali.	Tutti i soggetti afghani, di qualunque età, subiscono violazioni sistematiche dei loro diritti più fondamentali.	Tutte le persone afghane, di qualunque età, sono vittime di violazioni sistematiche dei loro diritti più fondamentali.	Tutte le persone afghane, di qualunque età, sono vittime di violazioni sistematiche dei loro diritti più fondamentali.	F
275	ep-en-it-4112	Set-G	The European Union must renew its solidarity with all Afghan women in their struggle at home and abroad against the Taliban regime.	L'Unione europea deve riconfermare la propria solidarietà a tutte le donne afghane che lottano, in Afghanistan e all'estero, contro il regime talebano.	L'Unione europea deve riconfermare la propria solidarietà a tutti i soggetti afghani che lottano, in Afghanistan e all'estero, contro il regime talebano.	L'Unione europea deve riconfermare la propria solidarietà a tutte le persone afghane che lottano, in Afghanistan e all'estero, contro il regime talebano.	L'Unione europea deve riconfermare la propria solidarietà a tutte le persone afghane che lottano, in Afghanistan e all'estero, contro il regime talebano.	F
276	ep-en-it-4116	Set-G	The Commission should also take much stronger emergency humanitarian measures, doing everything possible to provide aid to Afghan women and involve them in their activities.	La Commissione dovrebbe prevedere interventi umanitari urgenti e massicci e fare il possibile per prestare aiuto alle donne afghane e coinvolgerle nelle loro attività.	La Commissione dovrebbe prevedere interventi umanitari urgenti e massicci e fare il possibile per prestare aiuto alle persone in Afghanistan e coinvolgerle nelle loro attività.	La Commissione dovrebbe prevedere interventi umanitari urgenti e massicci e fare il possibile per prestare aiuto alle persone afghane e coinvolgerli nelle loro attività.	La Commissione dovrebbe prevedere interventi umanitari urgenti e massicci e fare il possibile per prestare aiuto alle persone afghane e coinvolgerle nelle loro attività.	F
285	ep-en-it-439	Set-G	Ten years ago, a military coup pushed the elected President, Mrs Aung San Suu Kyi, out of office, dissolved parliament, and subsequently applied policies of extreme terror.	Dieci anni fa un colpo di stato militare depose la presidente eletta, Aung San Suu Kyi, sciolse il Parlamento e successivamente applicò politiche di enorme terrore.	Dieci anni fa un colpo di stato militare depose la persona che era stata eletta presidente, Aung San Suu Kyi, sciolse il Parlamento e successivamente applicò politiche di enorme terrore.	Dieci anni fa un colpo di stato militare depose la persona che era stata eletta presidente, Aung San Suu Kyi, sciolse il Parlamento e successivamente applicò politiche di enorme terrore.	Dieci anni fa un colpo di stato militare depose la persona che era stata eletta presidente, Aung San Suu Kyi, sciolse il Parlamento e successivamente applicò politiche di enorme terrore.	F
286	ep-en-it-4400	Set-G	If I had not been given information by Mrs Langenhagen, who is an expert in shipbuilding and shipping safety, I would not now know what I was supposed to be voting on.	Se la onorevole Langenhagen, che è un'esperta di costruzioni navali e di sicurezza navale, non mi avesse fornito le informazioni necessarie, adesso non saprei come votare.	Se l'onorevole Langenhagen, che ha una grande conoscenza di costruzioni navali e di sicurezza navale, non mi avesse fornito le informazioni necessarie, adesso non saprei come votare.	Se l'onorevole Langenhagen, che si intende di costruzioni navali e di sicurezza navale, non mi avesse fornito le informazioni necessarie, adesso non saprei come votare.	Se l'onorevole Langenhagen, che se ne intende di costruzioni navali e di sicurezza navale, non mi avesse fornito le informazioni necessarie, adesso non saprei come votare.	F
288	ep-en-it-4542	Set-G	We shall now hear from the rapporteur, Mrs Klass, who, I believe, is opposed to postponing the report.	Ascolteremo ora la rappresentante, onorevole Klaß, la quale credo sia contraria alla richiesta di rinvio della relazione.	Ascolteremo ora l'onorevole reppresentante Klaß, che credo si opponga alla richiesta di rinvio della relazione.	Ascolteremo ora chi rappresenta questa posizione, onorevole Klaß, che probabilmente non è d'accordo con la richiesta di rinvio della relazione.	Ascolteremo ora l'onorevole Klaß, rappresentante che credo non sia favorevole alla richiesta di rinvio della relazione.	F
290	ep-en-it-4582	Set-G	Mrs Péry was Vice-President for some years, sat in this very chair, and we were always in a very safe pair of hands during difficult votes.	La signora Péry è stata per molti anni Vicepresidente ed ha occupato anche questa poltrona. Nelle decisioni più difficili eravamo sempre in mani sicure.	Péry fu per molti anni Vicepresidente ed ha occupato anche questa poltrona. Nelle decisioni più difficili eravamo sempre in mani sicure.	Péry ha avuto per molti anni il ruolo di Vicepresidente ed ha occupato anche questa poltrona. Nelle decisioni più difficili eravamo sempre in mani sicure.	L'onorevole Péry ha avuto per molti anni la carica di Vicepresidente ed ha occupato anche questa poltrona. Nelle decisioni più difficili eravamo sempre in mani sicure.	F
