ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
63	ep-en-it-13325	Set-G	Madam President, on a final note, I would very much like to thank the deputy for her worthwhile contribution to this topic.	Signora Presidente, desidero infine ringraziare la deputata per il valido contributo fornito a questo tema.	Presidente, desidero infine ringraziare l'onorevole per il valido contributo fornito a questo tema.	yes	F
64	ep-en-it-13366	Set-G	It is women and girls who, in addition, are exposed to special forms of atrocity.	In questo modo, donne e ragazze sono esposte a specifiche forme di violenza.	In questo modo, le persone adulte e giovani sono esposti a specifiche forme di violenza.	yes	F
65	ep-en-it-13367	Set-G	Women are nonetheless excluded from the peace negotiations, and their needs and priorities are overlooked.	Eppure le donne sono escluse dai negoziati di pace, e le loro esigenze e priorità vengono ignorate.	Eppure le persone subiscono l'esclusione dai negoziati di pace, e le loro esigenze e priorità vengono ignorate.	yes	F
66	ep-en-it-13370	Set-G	No Bosnian women took part in the peace negotiations which brought the war in Bosnia to an end, and this despite the fact that the whole world was aware of the systematic rape to which women were exposed and of the responsibility they would be forced to accept for reconstructing Bosnian society.	Nessuna donna bosniaca ha partecipato ai negoziati di pace con cui è stata posta fine alla guerra in Bosnia. Questo sebbene il mondo fosse al corrente degli stupri sistematici cui le donne erano state sottoposte e delle responsabilità verso la ricostituzione di una società di cui si sarebbero dovute fare carico.	Nessun individuo bosniaco ha partecipato ai negoziati di pace con cui è stata posta fine alla guerra in Bosnia. Questo sebbene il mondo fosse al corrente degli stupri sistematici cui tale categoria di persone era stata sottoposta e delle responsabilità verso la ricostituzione di una società di cui avrebbero dovuto farsi carico.	yes	F
67	ep-en-it-13371	Set-G	When the stability pact for the reconstruction of South-Eastern Europe was created, no women at all were appointed in spite of their unique experience in peacemaking at grass roots level.	Quando è stato definito il patto di stabilità per la ricostruzione dell'Europa sudorientale, le donne non sono neppure state prese in considerazione, nonostante il loro insostituibile bagaglio di esperienza in materia di pacificazione al livello della gente comune.	Quando è stato definito il patto di stabilità per la ricostruzione dell'Europa sudorientale, le persone non sono neppure state prese in considerazione, nonostante il loro insostituibile bagaglio di esperienza in materia di pacificazione al livello della gente comune.	yes	F
68	ep-en-it-13407	Set-G	I should like to congratulate the delegate on her very comprehensive and commendable report containing a series of proposals which we ought to take on board and from which we ought to draw inspiration.	Vorrei congratularmi con la delegata per l'ottima e completa relazione che contiene una serie di proposte dalle quali dovremmo farci ispirare e che dovremmo adottare.	Vorrei congratularmi con la persona a cui è stata conferita questa delega per l'ottima e completa relazione che contiene una serie di proposte dalle quali dovremmo farci ispirare e che dovremmo adottare.	yes	F
69	ep-en-it-13417	Set-G	As regards women, since women are participants in history, they must now become players in the peace process.	Le donne, oltre che attrici della storia, perché tali appunto sono, devono essere attrici anche nei processi di pace.	La persone, oltre che svolgere un ruolo da protagonista della storia, perché tali appunto sono, devono svolgere un ruolo da protagonista anche nei processi di pace.	yes	F
70	ep-en-it-13419	Set-G	These women, mostly from Korea, were raped and duped into becoming sexual slaves during the Second World War by Japan, which does not want to acknowledge this crime.	Queste donne, per la maggior parte coreane, sono state violentate ed ingannate per essere trasformate in schiave sessuali nel corso della seconda guerra mondiale dal Giappone, il quale non vuole riconoscere tale crimine.	Questi individui, per la maggior parte di nazionalità coreana, hanno subito violenza e sono stati oggetto di inganno per essere ridotti in schiavitù sessuale nel corso della seconda guerra mondiale dal Giappone, il quale non vuole riconoscere tale crimine.	yes	F
71	ep-en-it-13423	Set-G	Women are double victims of armed conflicts since they are also subjected to rapes and sexual abuse, which have sometimes been used as weapons of war.	Le donne sono doppiamente vittime dei conflitti armati, in quanto sono esposte a violenze ed abusi sessuali, talora utilizzati come armi di guerra.	Gli individui sono doppiamente vittime dei conflitti armati, in quanto subiscono violenze ed abusi sessuali, talora utilizzati come armi di guerra.	yes	F
72	ep-en-it-13434	Set-G	It is true that we women are those who suffer most in war zones but we are more than just victims: we are the bearers of alternatives to war and violence and the builders and protagonists of change.	È vero che noi donne siamo le più colpite nei luoghi di guerra ma non siamo solo vittime, siamo portatrici di alternative alla guerra e alla violenza e costruttrici e soggetti di cambiamento.	È vero che noi esseri umani soffriamo più di chiunque nei luoghi di guerra ma non siamo solo vittime, portiamo alternative alla guerra e alla violenza costruiamo e siamo figure di primo piano nel cambiamento.	yes	F
73	ep-en-it-13435	Set-G	We women Members of Parliament also saw them during our visit to the Middle East at this tragic time.	L'abbiamo visto anche noi donne parlamentari quando siamo state in quei luoghi in questi tragici giorni.	L'abbiamo visto anche noi che ricopriamo un ruolo da parlamentari quando abbiamo visitato quei luoghi in questi tragici giorni.	no	F
74	ep-en-it-13457	Set-G	I am convinced that if women, both Palestinian and Israeli, had a say and a role in the peace process, there is every likelihood that a fair and viable solution to the Palestinian question would have been found and we would not now be facing the present crisis, which is the outcome of 7 whole years of failed negotiation.	Sono della convinzione che, se le donne palestinesi e israeliane avessero voce in capitolo e un ruolo preciso da svolgere nel processo di pace, la questione palestinese troverebbe sicuramente una soluzione giusta e durevole e non ci sarebbe certo la crisi odierna, che è la conseguenza di sette interi anni di trattative fallite.	Sono della convinzione che, se le persone palestinesi e israeliane avessero voce in capitolo e un ruolo preciso da svolgere nel processo di pace, la questione palestinese troverebbe sicuramente una soluzione giusta e durevole e non ci sarebbe certo la crisi odierna, che è la conseguenza di sette interi anni di trattative fallite.	no	F
75	ep-en-it-13466	Set-G	She has chosen her words carefully in denouncing violations of women's dignity and in demanding action to achieve change.	Con grande proprietà di linguaggio, lei ha denunciato violazioni della dignità della donna e ha reclamato sanzioni, volte ad indurre un cambiamento.	Con grande proprietà di linguaggio, ha denunciato violazioni della dignità delle persone e ha reclamato sanzioni, volte ad indurre un cambiamento.	no	F
76	ep-en-it-13472	Set-G	I congratulate Mrs Theorin on this magnificent report and I believe that all of us, as women, should be happy, since it is we who are going to benefit directly or indirectly from her courageous and innovative proposals and contributions.	Mi congratulo con la onorevole Theorin per la sua eccellente relazione, e credo che noi donne dovremmo compiacercene, poiché tutte, direttamente o indirettamente, potremo beneficiare delle proposte e dei contributi efficaci ed innovativi di questa relazione.	Mi congratulo con l'onorevole Theorin per la sua eccellente relazione, e credo che noi persone dovremmo compiacercene, poiché tutte, direttamente o indirettamente, potremo beneficiare delle proposte e dei contributi efficaci ed innovativi di questa relazione.	no	F
77	ep-en-it-13510	Set-G	I now come to my final point, that of migrant women, which is, of course, a very specific problematic area.	Passo ora all'ultimo punto, che concerne le donne immigrate. Si tratta di una problematica specifica.	Passo ora all'ultimo punto, che concerne le persone immigrate. Si tratta di una problematica specifica.	no	F
78	ep-en-it-13534	Set-G	It is important, too, to ensure that immigrant women are not exploited in terms of everything from poor wages to a lack of social security and outright oppression.	È certamente importante assicurare che le donne immigrate non vengano sfruttate, tanto perché malpagate, quanto perché prive di contributi sociali o perché maltrattate.	È certamente importante assicurare che le persone immigrate non vengano sfruttate, tanto perché malpagate, quanto perché prive di contributi sociali o perché maltrattate.	no	F
79	ep-en-it-13554	Set-G	Address by Mrs Kostunica, President of the Federal Republic of Yugoslavia	Allocuzione della Presidente della Repubblica federale di Jugoslavia, Vojislav Kostunica	Allocuzione pronunciata da, Vojislav Kostunica, Presidente della Repubblica federale di Jugoslavia	no	F
80	ep-en-it-13838	Set-G	When President Prodi addressed Parliament on 3 October, she referred to the institutional triangle and stated that, in a European system based on checks and balances, the efficient functioning of each institution contributes to the common interest.	Lo scorso 3 ottobre, rivolgendosi al Parlamento, la Presidente Prodi ha fatto riferimento al triangolo istituzionale e ha rilevato che in un sistema europeo fondato su controlli ed equilibri la fluidità del funzionamento di ciascuna Istituzione contribuisce all'interesse comune.	Lo scorso 3 ottobre, rivolgendosi al Parlamento, la Presidenza, nella figura di Prodi ha fatto riferimento al triangolo istituzionale e ha rilevato che in un sistema europeo fondato su controlli ed equilibri la fluidità del funzionamento di ciascuna Istituzione contribuisce all'interesse comune.	no	F
