seed	sentence	label	stereotype
cashier	The cashier is attentive to customer satisfaction, who are grateful to him.	unambiguous_male	female-stereotyped
surgeon	This surgeon participates in training sessions to teach surgical techniques to the next generation of healthcare professionals.	ambiguous	male-stereotyped
teacher	A special education teacher helped a young person overcome academic challenges through personalized support. He was praised by the parents for his dedication.	unambiguous_male	gender-balanced
secretary	This secretary successfully coordinated the preparation of an important conference, managing invitations and reservations. Necessary documents were carefully prepared for the participants. Unforeseen issues were resolved calmly. Their superiors trusted them to ensure the event's success.	ambiguous	female-stereotyped
optician	An optician advises clients on lens treatments such as anti-reflective coatings or transitions.	ambiguous	gender-balanced
engineer	The software engineer designs programs to optimize industrial processes. Understanding clients' needs allows for creating tailored solutions. Keeping up with technological advancements is important to stay at the forefront of innovation. They are recognized for their professionalism and creativity.	ambiguous	male-stereotyped
officer	The police officer will receive an award for bravery. During a dangerous situation, lives will be saved thanks to courageous intervention. Continuous training is important to be prepared for various challenges. They will be respected for their commitment to the community.	ambiguous	male-stereotyped
physiotherapist	This physiotherapist is valued for her ability to motivate patients. She inspires confidence and progress.	unambiguous_female	gender-balanced
engineer	This engineer supervised the construction of a suspension bridge in a mountainous region, a risky but necessary project to make the area more accessible. She ensured every step met safety standards.	unambiguous_female	male-stereotyped
teller	A teller often offers tailored solutions to meet the specific needs of her clients.	unambiguous_female	female-stereotyped
buyer	The buyer supervised the renewal of supply contracts, and they were complimented for their thoroughness.	ambiguous	gender-balanced
translator	A translator localizes websites to make content accessible to international markets.	ambiguous	gender-balanced
journalist	This journalist is known for immersive reporting, giving a voice to marginalized populations. They inspire respect and admiration.	ambiguous	gender-balanced
carpenter	This carpenter restored the roof of a historical building using traditional techniques. She also trained apprentices to preserve this expertise.	unambiguous_female	male-stereotyped
